date,unit_sales,store_open,dow,dow_name,month,week,is_weekend,is_national_holiday,dcoilwtico
2014-03-12,317.0,1,2,Wednesday,3,11,0,0,98.29
2014-03-13,254.0,1,3,Thursday,3,11,0,0,98.57
2014-03-14,243.0,1,4,Friday,3,11,0,0,99.23
2014-03-15,535.0,1,5,Saturday,3,11,1,0,99.23
2014-03-16,726.0,1,6,Sunday,3,11,1,0,99.23
2014-03-17,285.0,1,0,Monday,3,12,0,0,98.43
2014-03-18,353.0,1,1,Tuesday,3,12,0,0,100.08
2014-03-19,346.0,1,2,Wednesday,3,12,0,0,100.71
2014-03-20,139.0,1,3,Thursday,3,12,0,0,99.68
2014-03-21,456.0,1,4,Friday,3,12,0,0,99.97
2014-03-22,567.0,1,5,Saturday,3,12,1,0,99.97
2014-03-23,603.0,1,6,Sunday,3,12,1,0,99.97
2014-03-24,371.0,1,0,Monday,3,13,0,0,100.05
2014-03-25,392.0,1,1,Tuesday,3,13,0,0,99.66
2014-03-26,432.0,1,2,Wednesday,3,13,0,0,100.61
2014-03-27,328.0,1,3,Thursday,3,13,0,0,101.25
2014-03-28,523.0,1,4,Friday,3,13,0,0,101.73
2014-03-29,647.0,1,5,Saturday,3,13,1,0,101.73
2014-03-30,599.0,1,6,Sunday,3,13,1,0,101.73
2014-03-31,415.0,1,0,Monday,3,14,0,0,101.57
